npb_player_id,name_ja,career_kind,year,issue,career_years,salary_years
"91495138","濱田 太貴","batting","2021","missing_career","2019|2020|2022|2023|2024|2025","2019|2020|2021|2022|2023|2024|2025|2026"
"91495138","濱田 太貴","batting","2026","missing_career","2019|2020|2022|2023|2024|2025","2019|2020|2021|2022|2023|2024|2025|2026"
"31335151","井上 広大","batting","2021","missing_career","2020|2022|2023|2024|2025","2020|2021|2022|2023|2024|2025|2026"
"31335151","井上 広大","batting","2026","missing_career","2020|2022|2023|2024|2025","2020|2021|2022|2023|2024|2025|2026"
"31335139","岩崎 優","batting","2026","missing_career","2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025","2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"31335139","岩崎 優","pitching","2026","missing_career","2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025","2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"51355139","岩貞 祐太","batting","2026","missing_career","2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025","2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"51355139","岩貞 祐太","pitching","2026","missing_career","2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025","2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"71275118","西 勇輝","batting","2026","missing_career","2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025","2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"71275118","西 勇輝","pitching","2009","missing_career","2019|2020|2021|2022|2023|2024|2025","2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"71275118","西 勇輝","pitching","2010","missing_career","2019|2020|2021|2022|2023|2024|2025","2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"71275118","西 勇輝","pitching","2011","missing_career","2019|2020|2021|2022|2023|2024|2025","2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"71275118","西 勇輝","pitching","2012","missing_career","2019|2020|2021|2022|2023|2024|2025","2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"71275118","西 勇輝","pitching","2013","missing_career","2019|2020|2021|2022|2023|2024|2025","2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"71275118","西 勇輝","pitching","2014","missing_career","2019|2020|2021|2022|2023|2024|2025","2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"71275118","西 勇輝","pitching","2015","missing_career","2019|2020|2021|2022|2023|2024|2025","2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"71275118","西 勇輝","pitching","2016","missing_career","2019|2020|2021|2022|2023|2024|2025","2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"71275118","西 勇輝","pitching","2017","missing_career","2019|2020|2021|2022|2023|2024|2025","2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"71275118","西 勇輝","pitching","2018","missing_career","2019|2020|2021|2022|2023|2024|2025","2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"71275118","西 勇輝","pitching","2026","missing_career","2019|2020|2021|2022|2023|2024|2025","2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"71375150","伊原 陵人","batting","2026","missing_career","2025","2025|2026"
"71375150","伊原 陵人","pitching","2026","missing_career","2025","2025|2026"
"41345136","大竹 耕太郎","batting","2026","missing_career","2018|2019|2020|2021|2022|2023|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"41345136","大竹 耕太郎","pitching","2018","missing_career","2023|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"41345136","大竹 耕太郎","pitching","2019","missing_career","2023|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"41345136","大竹 耕太郎","pitching","2020","missing_career","2023|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"41345136","大竹 耕太郎","pitching","2021","missing_career","2023|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"41345136","大竹 耕太郎","pitching","2022","missing_career","2023|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"41345136","大竹 耕太郎","pitching","2026","missing_career","2023|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"21925159","椎葉 剛","batting","2024","missing_career","2025","2024|2025|2026"
"21925159","椎葉 剛","batting","2026","missing_career","2025","2024|2025|2026"
"21925159","椎葉 剛","pitching","2024","missing_career","2025","2024|2025|2026"
"21925159","椎葉 剛","pitching","2026","missing_career","2025","2024|2025|2026"
"71375153","伊藤 将司","batting","2026","missing_career","2021|2022|2023|2024|2025","2021|2022|2023|2024|2025|2026"
"71375153","伊藤 将司","pitching","2026","missing_career","2021|2022|2023|2024|2025","2021|2022|2023|2024|2025|2026"
"31935150","今朝丸 裕喜","batting","2026","missing_career","2025","2025|2026"
"91095136","髙橋 遥人","batting","2022","missing_career","2018|2019|2020|2021|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"91095136","髙橋 遥人","batting","2023","missing_career","2018|2019|2020|2021|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"91095136","髙橋 遥人","batting","2026","missing_career","2018|2019|2020|2021|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"91095136","髙橋 遥人","pitching","2022","missing_career","2018|2019|2020|2021|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"91095136","髙橋 遥人","pitching","2023","missing_career","2018|2019|2020|2021|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"91095136","髙橋 遥人","pitching","2026","missing_career","2018|2019|2020|2021|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"53355157","門別 啓人","batting","2026","missing_career","2023|2024|2025","2023|2024|2025|2026"
"53355157","門別 啓人","pitching","2026","missing_career","2023|2024|2025","2023|2024|2025|2026"
"41745134","才木 浩人","batting","2020","missing_career","2017|2018|2019|2022|2023|2024|2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"41745134","才木 浩人","batting","2021","missing_career","2017|2018|2019|2022|2023|2024|2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"41745134","才木 浩人","batting","2026","missing_career","2017|2018|2019|2022|2023|2024|2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"41745134","才木 浩人","pitching","2020","missing_career","2017|2018|2019|2022|2023|2024|2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"41745134","才木 浩人","pitching","2021","missing_career","2017|2018|2019|2022|2023|2024|2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"41745134","才木 浩人","pitching","2026","missing_career","2017|2018|2019|2022|2023|2024|2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"31635134","畠 世周","batting","2023","missing_career","2017|2018|2019|2020|2021|2022|2024|2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"31635134","畠 世周","batting","2026","missing_career","2017|2018|2019|2020|2021|2022|2024|2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"31635134","畠 世周","pitching","2017","missing_career","2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"31635134","畠 世周","pitching","2018","missing_career","2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"31635134","畠 世周","pitching","2019","missing_career","2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"31635134","畠 世周","pitching","2020","missing_career","2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"31635134","畠 世周","pitching","2021","missing_career","2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"31635134","畠 世周","pitching","2022","missing_career","2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"31635134","畠 世周","pitching","2023","missing_career","2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"31635134","畠 世周","pitching","2024","missing_career","2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"31635134","畠 世周","pitching","2026","missing_career","2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"91795151","及川 雅貴","batting","2020","missing_career","2021|2022|2023|2024|2025","2020|2021|2022|2023|2024|2025|2026"
"91795151","及川 雅貴","batting","2026","missing_career","2021|2022|2023|2024|2025","2020|2021|2022|2023|2024|2025|2026"
"91795151","及川 雅貴","pitching","2020","missing_career","2021|2022|2023|2024|2025","2020|2021|2022|2023|2024|2025|2026"
"91795151","及川 雅貴","pitching","2026","missing_career","2021|2022|2023|2024|2025","2020|2021|2022|2023|2024|2025|2026"
"13315153","村上 頌樹","batting","2022","missing_career","2021|2023|2024|2025","2021|2022|2023|2024|2025|2026"
"13315153","村上 頌樹","batting","2026","missing_career","2021|2023|2024|2025","2021|2022|2023|2024|2025|2026"
"13315153","村上 頌樹","pitching","2022","missing_career","2021|2023|2024|2025","2021|2022|2023|2024|2025|2026"
"13315153","村上 頌樹","pitching","2026","missing_career","2021|2023|2024|2025","2021|2022|2023|2024|2025|2026"
"01705155","桐敷 拓馬","batting","2026","missing_career","2022|2023|2024|2025","2022|2023|2024|2025|2026"
"01705155","桐敷 拓馬","pitching","2026","missing_career","2022|2023|2024|2025","2022|2023|2024|2025|2026"
"81185157","茨木 秀俊","batting","2023","missing_career","2025","2023|2024|2025|2026"
"81185157","茨木 秀俊","batting","2024","missing_career","2025","2023|2024|2025|2026"
"81185157","茨木 秀俊","batting","2026","missing_career","2025","2023|2024|2025|2026"
"81185157","茨木 秀俊","pitching","2023","missing_career","2025","2023|2024|2025|2026"
"81185157","茨木 秀俊","pitching","2024","missing_career","2025","2023|2024|2025|2026"
"81185157","茨木 秀俊","pitching","2026","missing_career","2025","2023|2024|2025|2026"
"81785150","工藤 泰成","pitching","2026","missing_career","2025","2025|2026"
"51255157","富田 蓮","batting","2026","missing_career","2023|2024|2025","2023|2024|2025|2026"
"51255157","富田 蓮","pitching","2026","missing_career","2023|2024|2025","2023|2024|2025|2026"
"57955159","早川 太貴","pitching","2026","missing_career","2025","2025|2026"
"41745150","木下 里都","batting","2026","missing_career","2025","2025|2026"
"41745150","木下 里都","pitching","2026","missing_career","2025","2025|2026"
"01105159","石黒 佑弥","batting","2026","missing_career","2024|2025","2024|2025|2026"
"01105159","石黒 佑弥","pitching","2026","missing_career","2024|2025","2024|2025|2026"
"11515155","岡留 英貴","batting","2022","missing_career","2023|2024|2025","2022|2023|2024|2025|2026"
"11515155","岡留 英貴","batting","2026","missing_career","2023|2024|2025","2022|2023|2024|2025|2026"
"11515155","岡留 英貴","pitching","2022","missing_career","2023|2024|2025","2022|2023|2024|2025|2026"
"11515155","岡留 英貴","pitching","2026","missing_career","2023|2024|2025","2022|2023|2024|2025|2026"
"41845138","湯浅 京己","batting","2019","missing_career","2021|2022|2023|2025","2019|2020|2021|2022|2023|2024|2025|2026"
"41845138","湯浅 京己","batting","2020","missing_career","2021|2022|2023|2025","2019|2020|2021|2022|2023|2024|2025|2026"
"41845138","湯浅 京己","batting","2024","missing_career","2021|2022|2023|2025","2019|2020|2021|2022|2023|2024|2025|2026"
"41845138","湯浅 京己","batting","2026","missing_career","2021|2022|2023|2025","2019|2020|2021|2022|2023|2024|2025|2026"
"41845138","湯浅 京己","pitching","2019","missing_career","2021|2022|2023|2025","2019|2020|2021|2022|2023|2024|2025|2026"
"41845138","湯浅 京己","pitching","2020","missing_career","2021|2022|2023|2025","2019|2020|2021|2022|2023|2024|2025|2026"
"41845138","湯浅 京己","pitching","2024","missing_career","2021|2022|2023|2025","2019|2020|2021|2022|2023|2024|2025|2026"
"41845138","湯浅 京己","pitching","2026","missing_career","2021|2022|2023|2025","2019|2020|2021|2022|2023|2024|2025|2026"
"41145153","石井 大智","batting","2026","missing_career","2021|2022|2023|2024|2025","2021|2022|2023|2024|2025|2026"
"41145153","石井 大智","pitching","2026","missing_career","2021|2022|2023|2024|2025","2021|2022|2023|2024|2025|2026"
"03505132","Ｒ．ドリス","batting","2026","missing_career","2016|2017|2018|2019|2025","2016|2017|2018|2019|2025|2026"
"03505132","Ｒ．ドリス","pitching","2016","missing_career","2025","2016|2017|2018|2019|2025|2026"
"03505132","Ｒ．ドリス","pitching","2017","missing_career","2025","2016|2017|2018|2019|2025|2026"
"03505132","Ｒ．ドリス","pitching","2018","missing_career","2025","2016|2017|2018|2019|2025|2026"
"03505132","Ｒ．ドリス","pitching","2019","missing_career","2025","2016|2017|2018|2019|2025|2026"
"03505132","Ｒ．ドリス","pitching","2026","missing_career","2025","2016|2017|2018|2019|2025|2026"
"21325139","梅野 隆太郎","batting","2026","missing_career","2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025","2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"11915132","坂本 誠志郎","batting","2026","missing_career","2016|2017|2018|2019|2020|2021|2022|2023|2024|2025","2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"61065137","伏見 寅威","batting","2026","missing_career","2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025","2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"63965150","Ｎ．ウォルターズ","pitching","2026","missing_career","2025","2025|2026"
"03005159","Ｃ．ロドリゲス","batting","2026","missing_career","2024|2025","2024|2025|2026"
"51055153","榮枝 裕貴","batting","2021","missing_career","2022|2023|2024|2025","2021|2022|2023|2024|2025|2026"
"51055153","榮枝 裕貴","batting","2026","missing_career","2022|2023|2024|2025","2021|2022|2023|2024|2025|2026"
"41845150","町田 隼乙","batting","2026","missing_career","2025","2025|2026"
"91495134","長坂 拳弥","batting","2021","missing_career","2017|2018|2019|2020|2022|2023|2024|2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"91495134","長坂 拳弥","batting","2026","missing_career","2017|2018|2019|2020|2022|2023|2024|2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"51455155","中川 勇斗","batting","2022","missing_career","2025","2022|2023|2024|2025|2026"
"51455155","中川 勇斗","batting","2023","missing_career","2025","2022|2023|2024|2025|2026"
"51455155","中川 勇斗","batting","2024","missing_career","2025","2022|2023|2024|2025|2026"
"51455155","中川 勇斗","batting","2026","missing_career","2025","2022|2023|2024|2025|2026"
"33335153","元山 飛優","batting","2026","missing_career","2021|2022|2023|2024|2025","2021|2022|2023|2024|2025|2026"
"31735138","木浪 聖也","batting","2026","missing_career","2019|2020|2021|2022|2023|2024|2025","2019|2020|2021|2022|2023|2024|2025|2026"
"21325134","大山 悠輔","batting","2026","missing_career","2017|2018|2019|2020|2021|2022|2023|2024|2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"81585136","熊谷 敬宥","batting","2019","missing_career","2018|2020|2021|2022|2023|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"81585136","熊谷 敬宥","batting","2026","missing_career","2018|2020|2021|2022|2023|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"41445153","中野 拓夢","batting","2026","missing_career","2021|2022|2023|2024|2025","2021|2022|2023|2024|2025|2026"
"81185134","糸原 健斗","batting","2026","missing_career","2017|2018|2019|2020|2021|2022|2023|2024|2025","2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"31535138","小幡 竜平","batting","2019","missing_career","2020|2021|2022|2023|2024|2025","2019|2020|2021|2022|2023|2024|2025|2026"
"31535138","小幡 竜平","batting","2026","missing_career","2020|2021|2022|2023|2024|2025","2019|2020|2021|2022|2023|2024|2025|2026"
"91095150","佐野 大陽","batting","2026","missing_career","2025","2025|2026"
"01305130","植田 海","batting","2015","missing_career","2016|2017|2018|2019|2020|2021|2022|2023|2024|2025","2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"01305130","植田 海","batting","2026","missing_career","2016|2017|2018|2019|2020|2021|2022|2023|2024|2025","2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"41245153","髙寺 望夢","batting","2021","missing_career","2022|2025","2021|2022|2023|2024|2025|2026"
"41245153","髙寺 望夢","batting","2023","missing_career","2022|2025","2021|2022|2023|2024|2025|2026"
"41245153","髙寺 望夢","batting","2024","missing_career","2022|2025","2021|2022|2023|2024|2025|2026"
"41245153","髙寺 望夢","batting","2026","missing_career","2022|2025","2021|2022|2023|2024|2025|2026"
"43145157","森下 翔太","batting","2026","missing_career","2023|2024|2025","2023|2024|2025|2026"
"71075138","近本 光司","batting","2026","missing_career","2019|2020|2021|2022|2023|2024|2025","2019|2020|2021|2022|2023|2024|2025|2026"
